date,repository,category,commits,lines_added,lines_deleted
2026-06-30,dore-API,api,2,302,40
2026-06-30,dore-app,app,2,38,1
2026-06-30,app-design,app,0,0,0
2026-06-30,app-Deployment,infraestructure,0,0,0
2026-06-30,development-stats-private,other,0,0,0
