date,repository,category,commits,lines_added,lines_deleted
2026-05-17,dore-API,api,5,1096,11
2026-05-17,dore-app,app,5,731,643
2026-05-17,app-design,app,0,0,0
2026-05-17,app-Deployment,infraestructure,0,0,0
2026-05-17,development-stats-private,other,0,0,0
