date,repository,category,commits,lines_added,lines_deleted
2026-03-12,dore-API,api,18,4009,5118
2026-03-12,dore-app,app,0,0,0
2026-03-12,app-design,app,0,0,0
2026-03-12,app-Deployment,infraestructure,1,21,12
2026-03-12,development-stats-private,other,0,0,0
