date,repository,category,commits,lines_added,lines_deleted
2026-03-19,dore-API,api,6,918,570
2026-03-19,dore-app,app,0,0,0
2026-03-19,app-design,app,0,0,0
2026-03-19,app-Deployment,infraestructure,3,82,4
2026-03-19,development-stats-private,other,0,0,0
