date,repository,category,commits,lines_added,lines_deleted
2025-11-08,dore-API,api,0,0,0
2025-11-08,dore-app,app,9,4005,1739
2025-11-08,app-design,app,0,0,0
2025-11-08,development-stats-private,other,0,0,0
