date,repository,category,commits,lines_added,lines_deleted
2026-02-04,dore-API,api,0,0,0
2026-02-04,dore-app,app,0,0,0
2026-02-04,app-design,app,0,0,0
2026-02-04,app-Deployment,infraestructure,0,0,0
2026-02-04,development-stats-private,other,1,20,10
